#3600	3610
#3700	3730
#3840	3860
4000	4005
4190	4220
4260	4290
4400	4410
4440	4450
4570	4580
4615	4625
4770	4790
4810	4820
4845	4855
4890	4900
5040	5050
5110	5120
5210	5230
5270	5290
5610	5620
5815	5825
5840	5850	
5865	5872
5870	5876
5905	5915
5910	5920
5960	5980
6040	6060
6210	6220
6335	6345
6410	6440
6750	6800
7150	7200
#7620	7660
