#line	 EW
4046.56	 645.6681588005241
4077.84	 645.6681588005241
4100.32	 645.6681588005241
4163.59	 645.6681588005241
4358.34	 645.6681588005241
4420.0	 645.6681588005241
4423.0	 645.6681588005241
4511.37	 645.6681588005241
4538.3	 645.6681588005241
4664.81	 645.6681588005241
4668.56	 645.6681588005241
4670.83	 645.6681588005241
4753.17	 645.6681588005241
4827.0	 645.6681588005241
4832.0	 645.6681588005241
4916.07	 645.6681588005241
4978.54	 645.6681588005241
4982.81	 645.6681588005241
5085.0	 645.6681588005241
5148.84	 645.6681588005241
5153.4	 645.6681588005241
5156.99	 645.6681588005241
5199.0	 645.6681588005241
5349.71	 645.6681588005241
5354.03	 645.6681588005241
5355.79	 645.6681588005241
5356.1	 645.6681588005241
5372.36	 645.6681588005241
5418.02	 645.6681588005241
5438.3	 645.6681588005241
5460.75	 645.6681588005241
5577.34	 645.6681588005241
5671.83	 645.6681588005241
5688.21	 645.6681588005241
5769.61	 645.6681588005241
5790.67	 645.6681588005241
5889.95	 645.6681588005241
5895.92	 645.6681588005241
6113.47	 645.6681588005241
6154.23	 645.6681588005241
6160.75	 645.6681588005241
6230.0	 645.6681588005241
6300.3	 645.6681588005241
6358.0	 645.6681588005241
6708.0	 645.6681588005241
