#line	 EW
4046.56	 197.8235475103284
4077.84	 197.8235475103284
4100.32	 197.8235475103284
4163.59	 197.8235475103284
4358.34	 197.8235475103284
4420.0	 197.8235475103284
4423.0	 197.8235475103284
4511.37	 197.8235475103284
4538.3	 197.8235475103284
4664.81	 197.8235475103284
4668.56	 197.8235475103284
4670.83	 197.8235475103284
4753.17	 197.8235475103284
4827.0	 197.8235475103284
4832.0	 197.8235475103284
4916.07	 197.8235475103284
4978.54	 197.8235475103284
4982.81	 197.8235475103284
5085.0	 197.8235475103284
5148.84	 197.8235475103284
5153.4	 197.8235475103284
5156.99	 197.8235475103284
5199.0	 197.8235475103284
5349.71	 197.8235475103284
5354.03	 197.8235475103284
5355.79	 197.8235475103284
5356.1	 197.8235475103284
5372.36	 197.8235475103284
5418.02	 197.8235475103284
5438.3	 197.8235475103284
5460.75	 197.8235475103284
5577.34	 197.8235475103284
5671.83	 197.8235475103284
5688.21	 197.8235475103284
5769.61	 197.8235475103284
5790.67	 197.8235475103284
5889.95	 197.8235475103284
5895.92	 197.8235475103284
6113.47	 197.8235475103284
6154.23	 197.8235475103284
6160.75	 197.8235475103284
6230.0	 197.8235475103284
6300.3	 197.8235475103284
6358.0	 197.8235475103284
6708.0	 197.8235475103284
