#line	 EW
4046.56	 373.4357277364908
4077.84	 373.4357277364908
4100.32	 373.4357277364908
4163.59	 373.4357277364908
4358.34	 373.4357277364908
4420.0	 373.4357277364908
4423.0	 373.4357277364908
4511.37	 373.4357277364908
4538.3	 373.4357277364908
4664.81	 373.4357277364908
4668.56	 373.4357277364908
4670.83	 373.4357277364908
4753.17	 373.4357277364908
4827.0	 373.4357277364908
4832.0	 373.4357277364908
4916.07	 373.4357277364908
4978.54	 373.4357277364908
4982.81	 373.4357277364908
5085.0	 373.4357277364908
5148.84	 373.4357277364908
5153.4	 373.4357277364908
5156.99	 373.4357277364908
5199.0	 373.4357277364908
5349.71	 373.4357277364908
5354.03	 373.4357277364908
5355.79	 373.4357277364908
5356.1	 373.4357277364908
5372.36	 373.4357277364908
5418.02	 373.4357277364908
5438.3	 373.4357277364908
5460.75	 373.4357277364908
5577.34	 373.4357277364908
5671.83	 373.4357277364908
5688.21	 373.4357277364908
5769.61	 373.4357277364908
5790.67	 373.4357277364908
5889.95	 373.4357277364908
5895.92	 373.4357277364908
6113.47	 373.4357277364908
6154.23	 373.4357277364908
6160.75	 373.4357277364908
6230.0	 373.4357277364908
6300.3	 373.4357277364908
6358.0	 373.4357277364908
6708.0	 373.4357277364908
