#line	 EW
4046.56	 531.7729512442818
4077.84	 531.7729512442818
4100.32	 531.7729512442818
4163.59	 531.7729512442818
4358.34	 531.7729512442818
4420.0	 531.7729512442818
4423.0	 531.7729512442818
4511.37	 531.7729512442818
4538.3	 531.7729512442818
4664.81	 531.7729512442818
4668.56	 531.7729512442818
4670.83	 531.7729512442818
4753.17	 531.7729512442818
4827.0	 531.7729512442818
4832.0	 531.7729512442818
4916.07	 531.7729512442818
4978.54	 531.7729512442818
4982.81	 531.7729512442818
5085.0	 531.7729512442818
5148.84	 531.7729512442818
5153.4	 531.7729512442818
5156.99	 531.7729512442818
5199.0	 531.7729512442818
5349.71	 531.7729512442818
5354.03	 531.7729512442818
5355.79	 531.7729512442818
5356.1	 531.7729512442818
5372.36	 531.7729512442818
5418.02	 531.7729512442818
5438.3	 531.7729512442818
5460.75	 531.7729512442818
5577.34	 531.7729512442818
5671.83	 531.7729512442818
5688.21	 531.7729512442818
5769.61	 531.7729512442818
5790.67	 531.7729512442818
5889.95	 531.7729512442818
5895.92	 531.7729512442818
6113.47	 531.7729512442818
6154.23	 531.7729512442818
6160.75	 531.7729512442818
6230.0	 531.7729512442818
6300.3	 531.7729512442818
6358.0	 531.7729512442818
6708.0	 531.7729512442818
