#line	 EW
4046.56	 567.4147970911457
4077.84	 567.4147970911457
4100.32	 567.4147970911457
4163.59	 567.4147970911457
4358.34	 567.4147970911457
4420.0	 567.4147970911457
4423.0	 567.4147970911457
4511.37	 567.4147970911457
4538.3	 567.4147970911457
4664.81	 567.4147970911457
4668.56	 567.4147970911457
4670.83	 567.4147970911457
4753.17	 567.4147970911457
4827.0	 567.4147970911457
4832.0	 567.4147970911457
4916.07	 567.4147970911457
4978.54	 567.4147970911457
4982.81	 567.4147970911457
5085.0	 567.4147970911457
5148.84	 567.4147970911457
5153.4	 567.4147970911457
5156.99	 567.4147970911457
5199.0	 567.4147970911457
5349.71	 567.4147970911457
5354.03	 567.4147970911457
5355.79	 567.4147970911457
5356.1	 567.4147970911457
5372.36	 567.4147970911457
5418.02	 567.4147970911457
5438.3	 567.4147970911457
5460.75	 567.4147970911457
5577.34	 567.4147970911457
5671.83	 567.4147970911457
5688.21	 567.4147970911457
5769.61	 567.4147970911457
5790.67	 567.4147970911457
5889.95	 567.4147970911457
5895.92	 567.4147970911457
6113.47	 567.4147970911457
6154.23	 567.4147970911457
6160.75	 567.4147970911457
6230.0	 567.4147970911457
6300.3	 567.4147970911457
6358.0	 567.4147970911457
6708.0	 567.4147970911457
