#line	 EW
4046.56	 456.238326449081
4077.84	 456.238326449081
4100.32	 456.238326449081
4163.59	 456.238326449081
4358.34	 456.238326449081
4420.0	 456.238326449081
4423.0	 456.238326449081
4511.37	 456.238326449081
4538.3	 456.238326449081
4664.81	 456.238326449081
4668.56	 456.238326449081
4670.83	 456.238326449081
4753.17	 456.238326449081
4827.0	 456.238326449081
4832.0	 456.238326449081
4916.07	 456.238326449081
4978.54	 456.238326449081
4982.81	 456.238326449081
5085.0	 456.238326449081
5148.84	 456.238326449081
5153.4	 456.238326449081
5156.99	 456.238326449081
5199.0	 456.238326449081
5349.71	 456.238326449081
5354.03	 456.238326449081
5355.79	 456.238326449081
5356.1	 456.238326449081
5372.36	 456.238326449081
5418.02	 456.238326449081
5438.3	 456.238326449081
5460.75	 456.238326449081
5577.34	 456.238326449081
5671.83	 456.238326449081
5688.21	 456.238326449081
5769.61	 456.238326449081
5790.67	 456.238326449081
5889.95	 456.238326449081
5895.92	 456.238326449081
6113.47	 456.238326449081
6154.23	 456.238326449081
6160.75	 456.238326449081
6230.0	 456.238326449081
6300.3	 456.238326449081
6358.0	 456.238326449081
6708.0	 456.238326449081
