#line	 EW
4046.56	 324.61394069460863
4077.84	 324.61394069460863
4100.32	 324.61394069460863
4163.59	 324.61394069460863
4358.34	 324.61394069460863
4420.0	 324.61394069460863
4423.0	 324.61394069460863
4511.37	 324.61394069460863
4538.3	 324.61394069460863
4664.81	 324.61394069460863
4668.56	 324.61394069460863
4670.83	 324.61394069460863
4753.17	 324.61394069460863
4827.0	 324.61394069460863
4832.0	 324.61394069460863
4916.07	 324.61394069460863
4978.54	 324.61394069460863
4982.81	 324.61394069460863
5085.0	 324.61394069460863
5148.84	 324.61394069460863
5153.4	 324.61394069460863
5156.99	 324.61394069460863
5199.0	 324.61394069460863
5349.71	 324.61394069460863
5354.03	 324.61394069460863
5355.79	 324.61394069460863
5356.1	 324.61394069460863
5372.36	 324.61394069460863
5418.02	 324.61394069460863
5438.3	 324.61394069460863
5460.75	 324.61394069460863
5577.34	 324.61394069460863
5671.83	 324.61394069460863
5688.21	 324.61394069460863
5769.61	 324.61394069460863
5790.67	 324.61394069460863
5889.95	 324.61394069460863
5895.92	 324.61394069460863
6113.47	 324.61394069460863
6154.23	 324.61394069460863
6160.75	 324.61394069460863
6230.0	 324.61394069460863
6300.3	 324.61394069460863
6358.0	 324.61394069460863
6708.0	 324.61394069460863
