#line	 EW
4046.56	 547.2835031973915
4077.84	 547.2835031973915
4100.32	 547.2835031973915
4163.59	 547.2835031973915
4358.34	 547.2835031973915
4420.0	 547.2835031973915
4423.0	 547.2835031973915
4511.37	 547.2835031973915
4538.3	 547.2835031973915
4664.81	 547.2835031973915
4668.56	 547.2835031973915
4670.83	 547.2835031973915
4753.17	 547.2835031973915
4827.0	 547.2835031973915
4832.0	 547.2835031973915
4916.07	 547.2835031973915
4978.54	 547.2835031973915
4982.81	 547.2835031973915
5085.0	 547.2835031973915
5148.84	 547.2835031973915
5153.4	 547.2835031973915
5156.99	 547.2835031973915
5199.0	 547.2835031973915
5349.71	 547.2835031973915
5354.03	 547.2835031973915
5355.79	 547.2835031973915
5356.1	 547.2835031973915
5372.36	 547.2835031973915
5418.02	 547.2835031973915
5438.3	 547.2835031973915
5460.75	 547.2835031973915
5577.34	 547.2835031973915
5671.83	 547.2835031973915
5688.21	 547.2835031973915
5769.61	 547.2835031973915
5790.67	 547.2835031973915
5889.95	 547.2835031973915
5895.92	 547.2835031973915
6113.47	 547.2835031973915
6154.23	 547.2835031973915
6160.75	 547.2835031973915
6230.0	 547.2835031973915
6300.3	 547.2835031973915
6358.0	 547.2835031973915
6708.0	 547.2835031973915
