#line	 EW
4046.56	 282.6645116822978
4077.84	 282.6645116822978
4100.32	 282.6645116822978
4163.59	 282.6645116822978
4358.34	 282.6645116822978
4420.0	 282.6645116822978
4423.0	 282.6645116822978
4511.37	 282.6645116822978
4538.3	 282.6645116822978
4664.81	 282.6645116822978
4668.56	 282.6645116822978
4670.83	 282.6645116822978
4753.17	 282.6645116822978
4827.0	 282.6645116822978
4832.0	 282.6645116822978
4916.07	 282.6645116822978
4978.54	 282.6645116822978
4982.81	 282.6645116822978
5085.0	 282.6645116822978
5148.84	 282.6645116822978
5153.4	 282.6645116822978
5156.99	 282.6645116822978
5199.0	 282.6645116822978
5349.71	 282.6645116822978
5354.03	 282.6645116822978
5355.79	 282.6645116822978
5356.1	 282.6645116822978
5372.36	 282.6645116822978
5418.02	 282.6645116822978
5438.3	 282.6645116822978
5460.75	 282.6645116822978
5577.34	 282.6645116822978
5671.83	 282.6645116822978
5688.21	 282.6645116822978
5769.61	 282.6645116822978
5790.67	 282.6645116822978
5889.95	 282.6645116822978
5895.92	 282.6645116822978
6113.47	 282.6645116822978
6154.23	 282.6645116822978
6160.75	 282.6645116822978
6230.0	 282.6645116822978
6300.3	 282.6645116822978
6358.0	 282.6645116822978
6708.0	 282.6645116822978
