#line	 EW
4046.56	 506.59486495859613
4077.84	 506.59486495859613
4100.32	 506.59486495859613
4163.59	 506.59486495859613
4358.34	 506.59486495859613
4420.0	 506.59486495859613
4423.0	 506.59486495859613
4511.37	 506.59486495859613
4538.3	 506.59486495859613
4664.81	 506.59486495859613
4668.56	 506.59486495859613
4670.83	 506.59486495859613
4753.17	 506.59486495859613
4827.0	 506.59486495859613
4832.0	 506.59486495859613
4916.07	 506.59486495859613
4978.54	 506.59486495859613
4982.81	 506.59486495859613
5085.0	 506.59486495859613
5148.84	 506.59486495859613
5153.4	 506.59486495859613
5156.99	 506.59486495859613
5199.0	 506.59486495859613
5349.71	 506.59486495859613
5354.03	 506.59486495859613
5355.79	 506.59486495859613
5356.1	 506.59486495859613
5372.36	 506.59486495859613
5418.02	 506.59486495859613
5438.3	 506.59486495859613
5460.75	 506.59486495859613
5577.34	 506.59486495859613
5671.83	 506.59486495859613
5688.21	 506.59486495859613
5769.61	 506.59486495859613
5790.67	 506.59486495859613
5889.95	 506.59486495859613
5895.92	 506.59486495859613
6113.47	 506.59486495859613
6154.23	 506.59486495859613
6160.75	 506.59486495859613
6230.0	 506.59486495859613
6300.3	 506.59486495859613
6358.0	 506.59486495859613
6708.0	 506.59486495859613
