#line	 EW
4046.56	 422.7559159760118
4077.84	 422.7559159760118
4100.32	 422.7559159760118
4163.59	 422.7559159760118
4358.34	 422.7559159760118
4420.0	 422.7559159760118
4423.0	 422.7559159760118
4511.37	 422.7559159760118
4538.3	 422.7559159760118
4664.81	 422.7559159760118
4668.56	 422.7559159760118
4670.83	 422.7559159760118
4753.17	 422.7559159760118
4827.0	 422.7559159760118
4832.0	 422.7559159760118
4916.07	 422.7559159760118
4978.54	 422.7559159760118
4982.81	 422.7559159760118
5085.0	 422.7559159760118
5148.84	 422.7559159760118
5153.4	 422.7559159760118
5156.99	 422.7559159760118
5199.0	 422.7559159760118
5349.71	 422.7559159760118
5354.03	 422.7559159760118
5355.79	 422.7559159760118
5356.1	 422.7559159760118
5372.36	 422.7559159760118
5418.02	 422.7559159760118
5438.3	 422.7559159760118
5460.75	 422.7559159760118
5577.34	 422.7559159760118
5671.83	 422.7559159760118
5688.21	 422.7559159760118
5769.61	 422.7559159760118
5790.67	 422.7559159760118
5889.95	 422.7559159760118
5895.92	 422.7559159760118
6113.47	 422.7559159760118
6154.23	 422.7559159760118
6160.75	 422.7559159760118
6230.0	 422.7559159760118
6300.3	 422.7559159760118
6358.0	 422.7559159760118
6708.0	 422.7559159760118
