#line	 EW
4046.56	 636.443953901952
4077.84	 636.443953901952
4100.32	 636.443953901952
4163.59	 636.443953901952
4358.34	 636.443953901952
4420.0	 636.443953901952
4423.0	 636.443953901952
4511.37	 636.443953901952
4538.3	 636.443953901952
4664.81	 636.443953901952
4668.56	 636.443953901952
4670.83	 636.443953901952
4753.17	 636.443953901952
4827.0	 636.443953901952
4832.0	 636.443953901952
4916.07	 636.443953901952
4978.54	 636.443953901952
4982.81	 636.443953901952
5085.0	 636.443953901952
5148.84	 636.443953901952
5153.4	 636.443953901952
5156.99	 636.443953901952
5199.0	 636.443953901952
5349.71	 636.443953901952
5354.03	 636.443953901952
5355.79	 636.443953901952
5356.1	 636.443953901952
5372.36	 636.443953901952
5418.02	 636.443953901952
5438.3	 636.443953901952
5460.75	 636.443953901952
5577.34	 636.443953901952
5671.83	 636.443953901952
5688.21	 636.443953901952
5769.61	 636.443953901952
5790.67	 636.443953901952
5889.95	 636.443953901952
5895.92	 636.443953901952
6113.47	 636.443953901952
6154.23	 636.443953901952
6160.75	 636.443953901952
6230.0	 636.443953901952
6300.3	 636.443953901952
6358.0	 636.443953901952
6708.0	 636.443953901952
