#line	 EW
4046.56	 111.04777015685225
4077.84	 111.04777015685225
4100.32	 111.04777015685225
4163.59	 111.04777015685225
4358.34	 111.04777015685225
4420.0	 111.04777015685225
4423.0	 111.04777015685225
4511.37	 111.04777015685225
4538.3	 111.04777015685225
4664.81	 111.04777015685225
4668.56	 111.04777015685225
4670.83	 111.04777015685225
4753.17	 111.04777015685225
4827.0	 111.04777015685225
4832.0	 111.04777015685225
4916.07	 111.04777015685225
4978.54	 111.04777015685225
4982.81	 111.04777015685225
5085.0	 111.04777015685225
5148.84	 111.04777015685225
5153.4	 111.04777015685225
5156.99	 111.04777015685225
5199.0	 111.04777015685225
5349.71	 111.04777015685225
5354.03	 111.04777015685225
5355.79	 111.04777015685225
5356.1	 111.04777015685225
5372.36	 111.04777015685225
5418.02	 111.04777015685225
5438.3	 111.04777015685225
5460.75	 111.04777015685225
5577.34	 111.04777015685225
5671.83	 111.04777015685225
5688.21	 111.04777015685225
5769.61	 111.04777015685225
5790.67	 111.04777015685225
5889.95	 111.04777015685225
5895.92	 111.04777015685225
6113.47	 111.04777015685225
6154.23	 111.04777015685225
6160.75	 111.04777015685225
6230.0	 111.04777015685225
6300.3	 111.04777015685225
6358.0	 111.04777015685225
6708.0	 111.04777015685225
